Country,Period,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Anguilla,Jun-18,"9,610,153","305,315"
Anguilla,Jul-18,"7,886,445","210,639"
Anguilla,Aug-18,"9,451,507","329,851"
Anguilla,Sep-18,"9,097,120","463,193"
Anguilla,Oct-18,"14,696,939","187,237"
Anguilla,Nov-18,"12,323,758","868,288"
Anguilla,Dec-18,"8,499,909","175,193"
Anguilla,Jan-19,"6,615,034","65,289"
Anguilla,Feb-19,"6,512,817","176,842"
Anguilla,Mar-19,"5,495,669","196,965"
Anguilla,Apr-19,"5,979,716","130,132"
Anguilla,May-19,"5,755,575","165,485"
Anguilla,Jun-19,"4,692,057","92,677"
Anguilla,Jul-19,"6,526,577","206,146"
Anguilla,Aug-19,"5,917,169","353,117"
Anguilla,Sep-19,"4,129,235","416,200"
Anguilla,Oct-19,"9,347,549","241,179"
Anguilla,Nov-19,"5,635,447","184,637"
Anguilla,Dec-19,"7,165,345","126,286"
Anguilla,Jan-20,"5,033,606","242,981"
Anguilla,Feb-20,"4,295,541","125,756"
Anguilla,Mar-20,"4,527,366","212,969"
Anguilla,Apr-20,"3,095,039","4,593"
Anguilla,May-20,"2,665,314","16,983"
Anguilla,Jun-20,"3,494,134","34,831"
Anguilla,Jul-20,"4,391,523","131,157"
Anguilla,Aug-20,"2,807,905","34,258"
Anguilla,Sep-20,"4,735,797","171,109"
Anguilla,Oct-20,"3,708,115","68,019"
Anguilla,Nov-20,"3,438,560","296,276"
Anguilla,Dec-20,"4,851,039","241,327"
Anguilla,Jan-21,"4,347,030","22,631"
Anguilla,Feb-21,"4,026,733","21,680"
Anguilla,Mar-21,"6,686,439","101,679"
Anguilla,Apr-21,"6,829,243","57,915"
Anguilla,May-21,"4,021,491","44,377"
Anguilla,Jun-21,"3,415,808","37,686"
Anguilla,Jul-21,"5,925,094","74,815"
Anguilla,Aug-21,"7,292,884","27,312"
Anguilla,Sep-21,"10,788,309","83,773"
Anguilla,Oct-21,"9,659,738","83,191"
Anguilla,Nov-21,"9,139,962","30,828"
Anguilla,Dec-21,"7,559,382","46,317"
Anguilla,Jan-22,"10,215,102","52,024"
Anguilla,Feb-22,"6,450,052","32,975"
Anguilla,Mar-22,"10,326,754","3,989,628"
Anguilla,Apr-22,"6,471,919","63,159"
Anguilla,May-22,"5,213,531","328,181"
Anguilla,Jun-22,"6,574,131","668,212"
Anguilla,Jul-22,"4,331,307","172,979"
Anguilla,Aug-22,"4,722,441","147,279"
Anguilla,Sep-22,"5,586,512","182,529"
Anguilla,Oct-22,"6,898,201","8,092"
Anguilla,Nov-22,"8,157,876","43,923"
Anguilla,Dec-22,"11,735,707","28,192"
Anguilla,Jan-23,"5,802,851","39,853"
Anguilla,Feb-23,"4,891,629","174,651"
Anguilla,Mar-23,"6,531,751","84,402"
Anguilla,Apr-23,"6,264,308","143,640"
Anguilla,May-23,"5,601,522","68,124"
Anguilla,Jun-23,"4,827,837","86,973"
Anguilla,Jul-23,"5,222,203","113,624"
Anguilla,Aug-23,"6,041,454","96,945"
Anguilla,Sep-23,"4,133,890","80,598"
Anguilla,Oct-23,"6,203,857","175,232"
Anguilla,Nov-23,"8,077,969","106,820"
Anguilla,Dec-23,"6,588,390","139,575"
Antigua and Barbuda,Jan-15,"74,594,479","299,550"
Antigua and Barbuda,Feb-15,"97,936,524","146,301"
Antigua and Barbuda,Mar-15,"122,928,142","152,274"
Antigua and Barbuda,Apr-15,"63,415,574","222,119"
Antigua and Barbuda,May-15,"49,825,694","332,931"
Antigua and Barbuda,Jun-15,"59,971,972","2,884,377"
Antigua and Barbuda,Jul-15,"58,233,759","794,708"
Antigua and Barbuda,Aug-15,"42,058,359","641,111"
Antigua and Barbuda,Sep-15,"23,906,935","424,553"
Antigua and Barbuda,Oct-15,"30,102,016","461,869"
Antigua and Barbuda,Nov-15,"16,112,723","279,790"
Antigua and Barbuda,Dec-15,"38,583,579","216,812"
Antigua and Barbuda,Jan-16,"14,997,057","3,432,792"
Antigua and Barbuda,Feb-16,"19,099,656","388,707"
Antigua and Barbuda,Mar-16,"19,016,364","382,770"
Antigua and Barbuda,Apr-16,"21,090,057","452,730"
Antigua and Barbuda,May-16,"26,121,384","353,069"
Antigua and Barbuda,Jun-16,"29,553,471","1,857,864"
Antigua and Barbuda,Jul-16,"12,754,092","499,839"
Antigua and Barbuda,Aug-16,"25,498,742","6,291,216"
Antigua and Barbuda,Sep-16,"18,215,438","312,584"
Antigua and Barbuda,Oct-16,"26,660,465","356,472"
Antigua and Barbuda,Nov-16,"25,033,603","1,721,915"
Antigua and Barbuda,Dec-16,"23,464,626","823,222"
Antigua and Barbuda,Jan-17,"42,667,913","2,834,822"
Antigua and Barbuda,Feb-17,"26,934,906","457,622"
Antigua and Barbuda,Mar-17,"29,994,642","691,517"
Antigua and Barbuda,Apr-17,"17,305,965","827,640"
Antigua and Barbuda,May-17,"26,680,284","1,678,256"
Antigua and Barbuda,Jun-17,"36,328,511","2,585,240"
Antigua and Barbuda,Jul-17,"23,358,045","731,770"
Antigua and Barbuda,Aug-17,"41,183,870","344,064"
Antigua and Barbuda,Sep-17,"35,644,126","183,881"
Antigua and Barbuda,Oct-17,"36,147,841","654,364"
Antigua and Barbuda,Nov-17,"59,660,586","241,938"
Antigua and Barbuda,Dec-17,"49,695,336","500,724"
Antigua and Barbuda,Jan-18,"62,374,644","163,931"
Antigua and Barbuda,Feb-18,"41,456,795","364,302"
Antigua and Barbuda,Mar-18,"34,315,647","378,686"
Antigua and Barbuda,Apr-18,"40,592,500","186,616"
Antigua and Barbuda,May-18,"31,479,469","997,105"
Antigua and Barbuda,Jun-18,"49,580,923","196,058"
Antigua and Barbuda,Jul-18,"28,875,656","211,186"
Antigua and Barbuda,Aug-18,"42,030,260","350,762"
Antigua and Barbuda,Sep-18,"31,428,038","344,827"
Antigua and Barbuda,Oct-18,"54,130,144","374,698"
Antigua and Barbuda,Nov-18,"48,387,350","907,650"
Antigua and Barbuda,Dec-18,"48,895,471","321,898"
Antigua and Barbuda,Jan-19,"44,265,887","344,850"
Antigua and Barbuda,Feb-19,"31,507,845","288,244"
Antigua and Barbuda,Mar-19,"55,684,620","607,888"
Antigua and Barbuda,Apr-19,"37,105,099","349,411"
Antigua and Barbuda,May-19,"47,716,308","2,210,057"
Antigua and Barbuda,Jun-19,"28,871,258","2,699,296"
Antigua and Barbuda,Jul-19,"58,143,732","226,390"
Antigua and Barbuda,Aug-19,"20,644,513","316,763"
Antigua and Barbuda,Sep-19,"45,947,787","632,201"
Antigua and Barbuda,Oct-19,"47,918,454","199,641"
Antigua and Barbuda,Nov-19,"32,739,173","146,513"
Antigua and Barbuda,Dec-19,"39,096,788","2,540,861"
Antigua and Barbuda,Jan-20,"38,691,882","702,357"
Antigua and Barbuda,Feb-20,"30,899,818","656,173"
Antigua and Barbuda,Mar-20,"23,971,958","370,047"
Antigua and Barbuda,Apr-20,"28,845,784","111,707"
Antigua and Barbuda,May-20,"9,487,201","76,785"
Antigua and Barbuda,Jun-20,"20,852,302","88,748"
Antigua and Barbuda,Jul-20,"16,592,658","554,289"
Antigua and Barbuda,Aug-20,"15,700,434","220,771"
Antigua and Barbuda,Sep-20,"15,712,306","400,474"
Antigua and Barbuda,Oct-20,"21,598,834","592,767"
Antigua and Barbuda,Nov-20,"37,242,707","1,205,699"
Antigua and Barbuda,Dec-20,"31,283,504","274,914"
Antigua and Barbuda,Jan-21,"69,551,833","244,585"
Antigua and Barbuda,Feb-21,"16,746,179","415,221"
Antigua and Barbuda,Mar-21,"39,085,990","1,608,754"
Antigua and Barbuda,Apr-21,"54,126,465","1,210,753"
Antigua and Barbuda,May-21,"52,135,930","168,159"
Antigua and Barbuda,Jun-21,"38,218,081","906,189"
Antigua and Barbuda,Jul-21,"32,200,676","247,374"
Antigua and Barbuda,Aug-21,"36,786,199","242,498"
Antigua and Barbuda,Sep-21,"62,691,256","278,977"
Antigua and Barbuda,Oct-21,"68,243,065","983,428"
Antigua and Barbuda,Nov-21,"54,529,399","1,625,071"
Antigua and Barbuda,Dec-21,"49,971,066","21,524,176"
Antigua and Barbuda,Jan-22,"56,732,819","1,695,355"
Antigua and Barbuda,Feb-22,"66,331,385","439,163"
Antigua and Barbuda,Mar-22,"97,590,537","695,898"
Antigua and Barbuda,Apr-22,"115,880,522","430,990"
Antigua and Barbuda,May-22,"139,453,959","950,824"
Antigua and Barbuda,Jun-22,"82,782,472","886,362"
Antigua and Barbuda,Jul-22,"80,402,743","436,762"
Antigua and Barbuda,Aug-22,"72,332,830","294,891"
Antigua and Barbuda,Sep-22,"96,023,249","1,032,273"
Antigua and Barbuda,Oct-22,"78,226,836","514,335"
Antigua and Barbuda,Nov-22,"76,454,593","843,414"
Antigua and Barbuda,Dec-22,"100,699,784","655,269"
Antigua and Barbuda,Jan-23,"58,101,612","180,879"
Antigua and Barbuda,Feb-23,"82,822,016","4,783,112"
Antigua and Barbuda,Mar-23,"86,398,257","1,471,379"
Antigua and Barbuda,Apr-23,"47,332,806","303,370"
Antigua and Barbuda,May-23,"43,578,720","571,279"
Antigua and Barbuda,Jun-23,"71,443,740","2,815,964"
Antigua and Barbuda,Jul-23,"70,666,827","316,247"
Antigua and Barbuda,Aug-23,"69,511,176","294,961"
Antigua and Barbuda,Sep-23,"80,297,185","583,180"
Antigua and Barbuda,Oct-23,"70,976,983","102,420"
Antigua and Barbuda,Nov-23,"183,552,094","1,087,608"
Antigua and Barbuda,Dec-23,"83,037,934","396,421"
Argentina,Jan-15,"684,404,054","362,779,924"
Argentina,Feb-15,"674,283,546","253,955,108"
Argentina,Mar-15,"832,549,867","336,005,479"
Argentina,Apr-15,"859,132,360","250,332,008"
Argentina,May-15,"954,355,136","347,222,386"
Argentina,Jun-15,"753,589,914","358,710,309"
Argentina,Jul-15,"823,688,787","393,679,231"
Argentina,Aug-15,"886,193,653","254,520,014"
Argentina,Sep-15,"746,414,404","325,590,275"
Argentina,Oct-15,"777,162,110","348,052,168"
Argentina,Nov-15,"637,678,290","357,080,293"
Argentina,Dec-15,"732,404,747","362,989,453"
Argentina,Jan-16,"667,875,809","272,649,629"
Argentina,Feb-16,"703,309,272","231,155,605"
Argentina,Mar-16,"644,926,823","287,817,070"
Argentina,Apr-16,"709,662,313","289,698,715"
Argentina,May-16,"813,185,720","374,548,194"
Argentina,Jun-16,"760,823,314","394,541,163"
Argentina,Jul-16,"674,159,358","388,654,510"
Argentina,Aug-16,"769,491,243","420,884,691"
Argentina,Sep-16,"681,222,312","474,330,847"
Argentina,Oct-16,"672,832,697","480,032,784"
Argentina,Nov-16,"731,808,555","475,583,512"
Argentina,Dec-16,"697,408,193","563,840,334"
Argentina,Jan-17,"650,340,919","281,642,018"
Argentina,Feb-17,"639,648,438","319,148,201"
Argentina,Mar-17,"784,545,285","356,276,353"
Argentina,Apr-17,"951,806,829","358,588,783"
Argentina,May-17,"891,885,405","414,587,322"
Argentina,Jun-17,"871,964,751","458,811,166"
Argentina,Jul-17,"816,150,159","529,592,657"
Argentina,Aug-17,"782,420,770","497,335,504"
Argentina,Sep-17,"812,215,363","362,645,725"
Argentina,Oct-17,"864,515,139","366,013,549"
Argentina,Nov-17,"737,570,324","464,295,925"
Argentina,Dec-17,"800,597,686","376,128,448"
Argentina,Jan-18,"829,288,523","343,949,331"
Argentina,Feb-18,"679,334,337","440,786,376"
Argentina,Mar-18,"805,413,888","463,873,127"
Argentina,Apr-18,"774,381,591","327,529,114"
Argentina,May-18,"947,263,293","432,635,054"
Argentina,Jun-18,"823,517,392","351,252,393"
Argentina,Jul-18,"827,033,056","359,986,054"
Argentina,Aug-18,"902,774,423","411,964,046"
Argentina,Sep-18,"777,178,550","334,355,107"
Argentina,Oct-18,"890,358,376","514,723,664"
Argentina,Nov-18,"942,521,265","411,657,988"
Argentina,Dec-18,"708,523,102","439,855,704"
Argentina,Jan-19,"688,022,626","454,025,144"
Argentina,Feb-19,"694,762,379","389,652,517"
Argentina,Mar-19,"691,729,069","496,448,397"
Argentina,Apr-19,"741,778,339","419,195,970"
Argentina,May-19,"689,730,868","407,558,163"
Argentina,Jun-19,"825,779,248","358,241,419"
Argentina,Jul-19,"760,615,511","503,430,883"
Argentina,Aug-19,"793,679,764","423,354,112"
Argentina,Sep-19,"567,559,949","322,701,606"
Argentina,Oct-19,"601,038,422","529,073,378"
Argentina,Nov-19,"478,868,171","317,432,257"
Argentina,Dec-19,"588,375,936","309,441,495"
Argentina,Jan-20,"520,947,284","390,020,018"
Argentina,Feb-20,"518,924,102","320,820,664"
Argentina,Mar-20,"528,286,279","292,764,730"
Argentina,Apr-20,"354,215,773","265,140,360"
Argentina,May-20,"450,151,119","294,928,118"
Argentina,Jun-20,"487,057,319","395,439,919"
Argentina,Jul-20,"480,530,053","389,435,177"
Argentina,Aug-20,"502,024,286","521,628,800"
Argentina,Sep-20,"497,797,183","372,797,249"
Argentina,Oct-20,"605,609,666","376,016,376"
Argentina,Nov-20,"511,321,144","304,353,893"
Argentina,Dec-20,"494,800,605","271,195,935"
Argentina,Jan-21,"470,260,617","261,925,664"
Argentina,Feb-21,"431,580,519","278,269,129"
Argentina,Mar-21,"574,920,101","337,044,717"
Argentina,Apr-21,"575,394,768","402,938,374"
Argentina,May-21,"778,602,060","386,132,012"
Argentina,Jun-21,"788,155,578","389,151,971"
Argentina,Jul-21,"754,989,638","564,215,506"
Argentina,Aug-21,"694,733,086","384,612,052"
Argentina,Sep-21,"645,906,582","583,305,247"
Argentina,Oct-21,"742,115,230","456,253,065"
Argentina,Nov-21,"617,310,199","546,426,127"
Argentina,Dec-21,"706,903,831","531,729,867"
Argentina,Jan-22,"652,305,106","470,601,410"
Argentina,Feb-22,"909,867,765","464,967,564"
Argentina,Mar-22,"1,102,670,089","693,771,123"
Argentina,Apr-22,"1,109,681,924","715,655,544"
Argentina,May-22,"1,228,652,837","563,821,451"
Argentina,Jun-22,"1,784,352,111","568,073,640"
Argentina,Jul-22,"1,594,326,936","625,732,356"
Argentina,Aug-22,"1,163,794,872","518,591,008"
Argentina,Sep-22,"914,567,155","471,057,968"
Argentina,Oct-22,"770,092,316","600,031,897"
Argentina,Nov-22,"837,463,043","549,074,392"
Argentina,Dec-22,"686,611,983","689,751,169"
Argentina,Jan-23,"766,250,498","583,769,875"
Argentina,Feb-23,"810,463,255","519,870,170"
Argentina,Mar-23,"983,023,622","473,700,519"
Argentina,Apr-23,"1,002,866,596","544,152,158"
Argentina,May-23,"1,412,469,328","417,405,578"
Argentina,Jun-23,"1,329,958,939","459,765,581"
Argentina,Jul-23,"1,018,701,729","576,410,437"
Argentina,Aug-23,"899,942,856","521,763,986"
Argentina,Sep-23,"1,131,058,799","647,497,697"
Argentina,Oct-23,"939,732,470","490,321,961"
Argentina,Nov-23,"661,937,584","579,878,583"
Argentina,Dec-23,"619,318,122","611,034,479"
Armenia,Jan-15,"3,076,256","4,748,318"
Armenia,Feb-15,"3,447,281","6,344,272"
Armenia,Mar-15,"3,508,973","7,030,187"
Armenia,Apr-15,"2,599,432","9,464,150"
Armenia,May-15,"2,923,552","8,345,872"
Armenia,Jun-15,"2,612,138","6,940,929"
Armenia,Jul-15,"4,683,081","4,489,110"
Armenia,Aug-15,"5,589,141","3,155,479"
Armenia,Sep-15,"3,968,757","2,498,026"
Armenia,Oct-15,"5,528,808","3,345,307"
Armenia,Nov-15,"6,978,432","3,530,939"
Armenia,Dec-15,"5,330,319","2,570,443"
Armenia,Jan-16,"2,993,819","4,567,596"
Armenia,Feb-16,"2,853,575","3,271,609"
Armenia,Mar-16,"2,656,475","1,978,473"
Armenia,Apr-16,"3,060,403","2,491,519"
Armenia,May-16,"6,086,841","4,624,259"
Armenia,Jun-16,"4,270,731","3,435,536"
Armenia,Jul-16,"2,929,249","3,514,337"
Armenia,Aug-16,"2,154,937","4,961,498"
Armenia,Sep-16,"2,567,744","3,784,220"
Armenia,Oct-16,"6,734,287","4,559,344"
Armenia,Nov-16,"2,643,225","2,684,313"
Armenia,Dec-16,"4,626,830","2,706,405"
Armenia,Jan-17,"3,559,630","2,788,217"
Armenia,Feb-17,"6,332,566","4,389,773"
Armenia,Mar-17,"5,414,998","3,247,426"
Armenia,Apr-17,"2,659,140","4,739,602"
Armenia,May-17,"5,194,608","4,559,276"
Armenia,Jun-17,"2,772,401","5,892,618"
Armenia,Jul-17,"4,124,953","8,037,620"
Armenia,Aug-17,"5,261,407","7,282,161"
Armenia,Sep-17,"4,572,247","5,455,832"
Armenia,Oct-17,"4,749,629","9,027,991"
Armenia,Nov-17,"4,689,515","4,079,694"
Armenia,Dec-17,"5,660,244","8,388,089"
Armenia,Jan-18,"3,205,851","8,133,328"
Armenia,Feb-18,"5,070,396","4,136,677"
Armenia,Mar-18,"3,626,535","6,097,287"
Armenia,Apr-18,"5,755,888","6,719,443"
Armenia,May-18,"5,001,011","5,128,015"
Armenia,Jun-18,"3,421,170","2,284,431"
Armenia,Jul-18,"2,368,945","5,408,627"
Armenia,Aug-18,"3,615,142","2,790,542"
Armenia,Sep-18,"4,240,357","4,740,671"
Armenia,Oct-18,"4,186,099","2,422,310"
Armenia,Nov-18,"2,072,200","3,338,280"
Armenia,Dec-18,"3,175,261","2,788,636"
Armenia,Jan-19,"5,797,832","2,860,874"
Armenia,Feb-19,"2,246,682","2,147,392"
Armenia,Mar-19,"10,893,536","1,810,049"
Armenia,Apr-19,"3,303,744","5,049,318"
Armenia,May-19,"5,062,622","9,674,275"
Armenia,Jun-19,"2,593,622","4,954,190"
Armenia,Jul-19,"3,661,708","4,719,464"
Armenia,Aug-19,"3,733,743","4,016,106"
Armenia,Sep-19,"3,024,122","4,174,243"
Armenia,Oct-19,"5,920,896","4,384,583"
Armenia,Nov-19,"2,744,612","5,835,937"
Armenia,Dec-19,"3,919,935","5,478,282"
Armenia,Jan-20,"2,557,211","4,882,665"
Armenia,Feb-20,"2,684,468","5,047,865"
Armenia,Mar-20,"1,622,042","5,342,088"
Armenia,Apr-20,"936,139","5,298,373"
Armenia,May-20,"1,994,490","5,810,629"
Armenia,Jun-20,"2,499,594","5,091,802"
Armenia,Jul-20,"3,004,914","4,410,509"
Armenia,Aug-20,"2,620,776","5,559,684"
Armenia,Sep-20,"3,530,689","4,629,611"
Armenia,Oct-20,"3,512,986","8,627,625"
Armenia,Nov-20,"1,163,648","5,309,343"
Armenia,Dec-20,"1,801,574","8,052,533"
Armenia,Jan-21,"2,488,456","6,021,741"
Armenia,Feb-21,"993,527","7,107,137"
Armenia,Mar-21,"4,153,250","8,166,371"
Armenia,Apr-21,"2,518,268","9,719,713"
Armenia,May-21,"3,379,366","8,703,679"
Armenia,Jun-21,"2,985,095","7,977,822"
Armenia,Jul-21,"3,637,253","6,392,391"
Armenia,Aug-21,"3,389,639","6,331,046"
Armenia,Sep-21,"5,682,893","6,175,387"
Armenia,Oct-21,"4,579,856","7,251,384"
Armenia,Nov-21,"5,897,861","6,015,058"
Armenia,Dec-21,"4,832,718","8,138,486"
Armenia,Jan-22,"3,704,896","4,015,110"
Armenia,Feb-22,"4,104,566","4,940,525"
Armenia,Mar-22,"10,933,004","5,555,903"
Armenia,Apr-22,"10,314,893","6,925,686"
Armenia,May-22,"11,847,550","11,976,952"
Armenia,Jun-22,"15,585,949","6,914,104"
Armenia,Jul-22,"31,912,569","9,765,439"
Armenia,Aug-22,"19,268,621","6,553,611"
Armenia,Sep-22,"19,868,893","5,436,929"
Armenia,Oct-22,"23,992,004","4,758,818"
Armenia,Nov-22,"17,727,729","7,460,662"
Armenia,Dec-22,"25,390,516","6,493,882"
Armenia,Jan-23,"18,033,303","4,017,974"
Armenia,Feb-23,"19,129,043","19,014,586"
Armenia,Mar-23,"19,907,460","8,750,834"
Armenia,Apr-23,"25,337,667","9,412,508"
Armenia,May-23,"13,480,855","17,017,792"
Armenia,Jun-23,"17,026,704","8,406,305"
Armenia,Jul-23,"16,670,754","7,885,884"
Armenia,Aug-23,"12,464,615","17,460,934"
Armenia,Sep-23,"9,566,058","7,202,359"
Armenia,Oct-23,"13,594,867","10,355,672"
Armenia,Nov-23,"11,985,930","8,952,116"
Armenia,Dec-23,"11,461,953","14,227,722"
Aruba,Jan-15,"119,163,638","1,192,598"
Aruba,Feb-15,"115,384,769","1,317,995"
Aruba,Mar-15,"62,860,951","2,695,650"
Aruba,Apr-15,"27,333,647","1,133,797"
Aruba,May-15,"89,742,496","29,584,484"
Aruba,Jun-15,"239,838,065","1,141,739"
Aruba,Jul-15,"87,554,518","1,891,218"
Aruba,Aug-15,"107,352,525","1,417,214"
Aruba,Sep-15,"122,488,078","2,789,057"
Aruba,Oct-15,"65,535,844","1,620,314"
Aruba,Nov-15,"62,126,965","8,692,646"
Aruba,Dec-15,"68,211,647","1,425,685"
Aruba,Jan-16,"106,887,085","929,354"
Aruba,Feb-16,"72,653,727","1,343,373"
Aruba,Mar-16,"74,174,492","1,323,459"
Aruba,Apr-16,"57,968,003","1,904,865"
Aruba,May-16,"51,014,245","844,890"
Aruba,Jun-16,"43,292,262","1,045,273"
Aruba,Jul-16,"62,998,795","763,279"
Aruba,Aug-16,"56,698,252","782,471"
Aruba,Sep-16,"51,068,076","3,620,792"
Aruba,Oct-16,"89,102,063","769,471"
Aruba,Nov-16,"70,325,060","2,206,709"
Aruba,Dec-16,"64,861,211","777,617"
Aruba,Jan-17,"83,830,632","4,542,459"
Aruba,Feb-17,"95,994,919","973,923"
Aruba,Mar-17,"141,809,472","1,899,609"
Aruba,Apr-17,"104,355,730","1,708,527"
Aruba,May-17,"75,297,109","1,823,871"
Aruba,Jun-17,"57,432,567","1,198,525"
Aruba,Jul-17,"50,076,752","1,680,502"
Aruba,Aug-17,"73,554,015","2,289,040"
Aruba,Sep-17,"64,211,644","1,126,638"
Aruba,Oct-17,"101,646,842","11,592,193"
Aruba,Nov-17,"72,267,785","1,479,234"
Aruba,Dec-17,"54,593,471","4,796,394"
Aruba,Jan-18,"41,908,440","1,005,567"
Aruba,Feb-18,"59,188,613","2,382,089"
Aruba,Mar-18,"56,601,485","1,640,782"
Aruba,Apr-18,"54,468,834","3,924,245"
Aruba,May-18,"55,408,006","1,253,543"
Aruba,Jun-18,"58,274,495","1,242,621"
Aruba,Jul-18,"46,413,892","4,809,627"
Aruba,Aug-18,"34,133,778","6,077,610"
Aruba,Sep-18,"46,847,527","2,319,112"
Aruba,Oct-18,"56,069,559","3,885,649"
Aruba,Nov-18,"51,150,068","1,238,124"
Aruba,Dec-18,"53,783,241","1,285,725"
Aruba,Jan-19,"32,765,231","1,304,695"
Aruba,Feb-19,"50,147,756","1,029,238"
Aruba,Mar-19,"58,039,268","2,346,058"
Aruba,Apr-19,"32,756,437","1,584,626"
Aruba,May-19,"60,437,792","2,203,235"
Aruba,Jun-19,"36,975,447","1,987,588"
Aruba,Jul-19,"49,422,156","1,709,263"
Aruba,Aug-19,"46,808,590","842,473"
Aruba,Sep-19,"44,709,272","2,320,358"
Aruba,Oct-19,"48,877,387","2,113,903"
Aruba,Nov-19,"54,449,633","792,698"
Aruba,Dec-19,"44,775,298","1,610,265"
Aruba,Jan-20,"42,439,109","1,273,562"
Aruba,Feb-20,"37,017,632","977,575"
Aruba,Mar-20,"33,214,139","2,410,791"
Aruba,Apr-20,"12,046,045","372,715"
Aruba,May-20,"21,629,278","346,234"
Aruba,Jun-20,"18,064,964","19,714,409"
Aruba,Jul-20,"18,918,466","1,039,949"
Aruba,Aug-20,"24,528,775","1,971,510"
Aruba,Sep-20,"29,148,835","1,033,363"
Aruba,Oct-20,"24,720,570","2,199,918"
Aruba,Nov-20,"18,263,886","1,546,499"
Aruba,Dec-20,"28,567,255","1,272,368"
Aruba,Jan-21,"28,852,203","14,554,432"
Aruba,Feb-21,"27,518,687","736,885"
Aruba,Mar-21,"32,208,736","671,925"
Aruba,Apr-21,"24,805,006","1,794,623"
Aruba,May-21,"47,951,179","792,539"
Aruba,Jun-21,"42,518,330","2,083,601"
Aruba,Jul-21,"37,139,226","1,176,839"
Aruba,Aug-21,"27,257,747","1,253,695"
Aruba,Sep-21,"57,847,671","576,589"
Aruba,Oct-21,"64,143,560","1,242,667"
Aruba,Nov-21,"40,163,183","1,957,421"
Aruba,Dec-21,"110,809,045","690,195"
Aruba,Jan-22,"40,367,502","439,149"
Aruba,Feb-22,"48,697,663","1,185,662"
Aruba,Mar-22,"43,144,601","1,108,936"
Aruba,Apr-22,"67,769,318","469,111"
Aruba,May-22,"56,817,975","802,861"
Aruba,Jun-22,"32,514,158","636,543"
Aruba,Jul-22,"59,573,748","1,113,379"
Aruba,Aug-22,"38,157,770","1,417,899"
Aruba,Sep-22,"62,273,441","778,942"
Aruba,Oct-22,"71,151,651","953,746"
Aruba,Nov-22,"61,277,519","2,440,888"
Aruba,Dec-22,"61,644,875","3,214,103"
Aruba,Jan-23,"32,321,695","3,622,917"
Aruba,Feb-23,"60,421,800","2,336,132"
Aruba,Mar-23,"57,858,385","702,079"
Aruba,Apr-23,"59,081,724","901,152"
Aruba,May-23,"31,732,366","1,114,224"
Aruba,Jun-23,"61,074,939","879,133"
Aruba,Jul-23,"58,100,119","1,017,095"
Aruba,Aug-23,"59,501,198","2,006,735"
Aruba,Sep-23,"48,856,810","280,043"
Aruba,Oct-23,"64,566,792","571,491"
Aruba,Nov-23,"42,392,366","1,329,498"
Aruba,Dec-23,"59,433,943","695,076"
Australia,Jan-15,"1,967,925,691","917,697,371"
Australia,Feb-15,"1,793,333,007","817,101,924"
Australia,Mar-15,"2,147,670,572","891,579,833"
Australia,Apr-15,"2,041,578,429","937,432,741"
Australia,May-15,"2,215,049,332","1,007,301,058"
Australia,Jun-15,"2,062,655,574","918,678,668"
Australia,Jul-15,"2,574,186,686","917,058,010"
Australia,Aug-15,"2,143,211,975","991,182,662"
Australia,Sep-15,"2,099,286,563","996,374,103"
Australia,Oct-15,"1,979,115,355","864,717,988"
Australia,Nov-15,"2,080,368,236","790,785,807"
Australia,Dec-15,"1,928,021,078","835,665,855"
